LP.;Nazwa konferencji;Liczba punktów;Przypisane dyscypliny naukowe
245;Conference on Algorithmic Aspects in Information and Management [AAIM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
246;Conference on Algorithms and Hardware for Parallel Processing [CONPAR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
247;"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms [AofA]
(Conference on Analysis of Algorithms [AofA])";70;"informatyka techniczna i telekomunikacja;
informatyka;"
248;Conference on Artificial Intelligence for Applications [CAIA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
249;Conference on Artificial Neural Networks and Expert systems [ANNES];20;"informatyka techniczna i telekomunikacja;
informatyka;"
250;Conference on Combinatorial Optimization and Applications [COCOA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
251;Conference on Computers, Freedom, and Privacy [CFP];20;"informatyka techniczna i telekomunikacja;
informatyka;"
252;Conference on Discrete Mathematics, Algebra and their Application [DIMA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
253;Conference on Fun with Algorithms [FUN];70;"informatyka techniczna i telekomunikacja;
informatyka;"
254;Conference on Graph Theory and Discrete Geometry [CGTDG];20;"informatyka techniczna i telekomunikacja;
informatyka;"
255;Conference on Information Science, Technology and Management [CISTM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
256;Conference on Information Sciences and Systems [CISS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
257;Conference on Innovative Data Systems Research [CIDR];140;"informatyka techniczna i telekomunikacja;
informatyka;"
258;Conference on Integer Programming and Combinatorial Optimization [IPCO];140;"informatyka techniczna i telekomunikacja;
informatyka;"
259;"Conference on Computational Natural Language Learning [CoNLL]
(Conference on Natural Language Learning [CoNLL])";140;"informatyka techniczna i telekomunikacja;
informatyka;"
260;Conference on Office Information Systems [SIGOA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
261;International Conference on Operations Research [GOR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
262;Conference on Orders, Algorithms and Applications [Ordal];20;"informatyka techniczna i telekomunikacja;
informatyka;"
263;Conference on RFID Security [RFIDSec];20;"informatyka techniczna i telekomunikacja;
informatyka;"
264;Conference on Security and Cryptography for Networks [SCN];70;"informatyka techniczna i telekomunikacja;
informatyka;"
265;Conference on Security in Network Architectures and Information Systems [SAR-SSI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
266;"Conference on Software Engineering Education and Training [CSEET]
(Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997) [CSEE&T])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
267;Conference on Software in Telecommunications and Computer Networks [SOFTCOM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
268;Conference on the Quality of Software Architectures [QoSA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
269;Conference on Theory and Applications of Models of Computation [TAMC];70;"informatyka techniczna i telekomunikacja;
informatyka;"
270;Conference on Visualization and Data Analysis [VDA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
271;Constraint Databases and Applications [CDB];20;"informatyka techniczna i telekomunikacja;
informatyka;"
272;Constraint Programming Day [CPD];20;"informatyka techniczna i telekomunikacja;
informatyka;"
273;Cooperative Design, Visualization, and Engineering [CDVE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
274;Coordinated and Multiple Views in Exploratory Visualization [CMV];20;"informatyka techniczna i telekomunikacja;
informatyka;"
275;Cryptography Policy and Algorithms Conference [CryPAC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
276;Cultural Attitudes towards Technology and Communications [CATAC];70;"informatyka techniczna i telekomunikacja;
informatyka;"
277;Cultural Heritage Knowledge Visualisation [CHKV];20;"informatyka techniczna i telekomunikacja;
informatyka;"
278;Current Trends in Theory and Practice of Computer Science [SOFSEM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
279;Data Compression Conference [DCC];200;"informatyka techniczna i telekomunikacja;
informatyka;"
280;Data Semantics in Web Information Systems [DASWIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
281;Data Warehousing and Knowledge Discovery [DaWaK];70;"informatyka techniczna i telekomunikacja;
informatyka;"
282;"Database Programming Languages [DBPL]
(Databases and Programming Language [DBPL])";70;"informatyka techniczna i telekomunikacja;
informatyka;"
283;Design and Aesthetics in Visualisation [DAViz];20;"informatyka techniczna i telekomunikacja;
informatyka;"
284;Design and Management of Data Warehouses [DMDW];20;"informatyka techniczna i telekomunikacja;
informatyka;"
285;Design for User Experience [DUX];70;"informatyka techniczna i telekomunikacja;
informatyka;"
286;Design, Automation and Test in Europe Conference [DATE];70;"informatyka techniczna i telekomunikacja;
informatyka;"
287;Designing Interactive Systems [DIS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
288;Developments in Language Theory [DLT];70;"informatyka techniczna i telekomunikacja;
informatyka;"
289;Digital Arts and Culture [DAC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
290;Digital Games Research Conference [DIGRA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
291;Digital Image Computing Techniques and Applications [DICTA];20;"informatyka techniczna i telekomunikacja;
informatyka;"
292;DIMACS Workshop on Intrinsic Complexity of Computation [DIMACS Intrinsic];20;"informatyka techniczna i telekomunikacja;
informatyka;"
293;Discourse Anaphora and Anaphor Resolution Colloquium [DAARC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
294;Discrete and Algorithmic Geometry [DAG];20;"informatyka techniczna i telekomunikacja;
informatyka;"
295;Discrete Models: Combinatorics, Computation and Geometry [DM-CCG];20;"informatyka techniczna i telekomunikacja;
informatyka;"
296;Distributed Communities on the Web Workshop [Dcw];20;"informatyka techniczna i telekomunikacja;
informatyka;"
297;Domain - Specific Languages for Software Engineering [DSLSE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
298;Domain Specific Aspect Languages [DSAL];20;"informatyka techniczna i telekomunikacja;
informatyka;"
299;Dutch Computational Geometry Day [DutchCG];20;"informatyka techniczna i telekomunikacja;
informatyka;"
300;Dynamic Graph Workshop [DGW];20;"informatyka techniczna i telekomunikacja;
informatyka;"
301;Dynamic Languages Symposium [DLS];70;"informatyka techniczna i telekomunikacja;
informatyka;"
302;ECRYPT Workshop on Cryptographic Hash Functions;20;"informatyka techniczna i telekomunikacja;
informatyka;"
303;ECRYPT Workshop on Tools for Cryptanalysis;20;"informatyka techniczna i telekomunikacja;
informatyka;"
304;Educational Data Mining [EDM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
305;Embedded Sensor Networks Workshop [Emnets];20;"informatyka techniczna i telekomunikacja;
informatyka;"
306;Empirical Methods in Natural Language Processing [EMNLP];140;"informatyka techniczna i telekomunikacja;
informatyka;"
307;Enabling Grids for E-Science European Conference [EGEE];20;"informatyka techniczna i telekomunikacja;
informatyka;"
308;ENVI and IDL Data Analysis and Visualization Symposium [VISualize];20;"informatyka techniczna i telekomunikacja;
informatyka;"
309;ERATO Conference on Quantum Information Science [EQIS];20;"informatyka techniczna i telekomunikacja;
informatyka;"
310;ERCIM Annual Workshop on Constraint Solving and Constraint Logic Programming [ERCIM/CSCLP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
311;Ershov Conference [PSI];70;"informatyka techniczna i telekomunikacja;
informatyka;"
312;ETHICOMP Conference [ETHICOMP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
313;Euro Virtual Reality [Euro VR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
314;EuroConference on Combinatorics, Graph Theory and Applications [EUroComb];20;"informatyka techniczna i telekomunikacja;
informatyka;"
315;Eurographics Symposium on Parallel Graphics and Visualization [EGPGV];70;"informatyka techniczna i telekomunikacja;
informatyka;"
316;"International Conference on Artificial Reality and Telexistance & Eurographics Symposium on Virtual Environments [EGVE]
(Eurographics Symposium on Virtual Environments [EGVE])";70;"informatyka techniczna i telekomunikacja;
informatyka;"
317;Eurographics/IEEE Symposium on Visualization [EuroVis];70;"informatyka techniczna i telekomunikacja;
informatyka;"
318;Euromicro Conference on Real-Time Systems [ECRTS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
319;Euromicro Conference on Software Engineering and Advanced Applications [SEAA];70;"informatyka techniczna i telekomunikacja;
informatyka;"
320;Euromicro International Conference on Parallel, Distributed and Network Based Processing [PDP];20;"informatyka techniczna i telekomunikacja;
informatyka;"
321;European Association of Computational Linguistics [EACL];140;"informatyka techniczna i telekomunikacja;
informatyka;"
322;European Chapter on Combinatorial Optimization [ECCO];20;"informatyka techniczna i telekomunikacja;
informatyka;"
323;European Computing Conference [ECC];20;"informatyka techniczna i telekomunikacja;
informatyka;"
324;European Conference of Information Warfare [ECIW];20;"informatyka techniczna i telekomunikacja;
informatyka;"
325;European Conference on Ambient Intelligence [AmI];20;"informatyka techniczna i telekomunikacja;
informatyka;"
326;European Conference on Artificial Intelligence [ECAI];140;"informatyka techniczna i telekomunikacja;
informatyka;"
327;European Conference on Artificial Life [ECAL];70;"informatyka techniczna i telekomunikacja;
informatyka;"
328;European Conference on Computational Biology [ECCB];70;"informatyka techniczna i telekomunikacja;
informatyka;"
329;European Conference on Computational Learning Theory (Now in COLT) [EuroCOLT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
330;European Conference on Computer Supported Cooperative Work [ECSCW];70;"informatyka techniczna i telekomunikacja;
informatyka;"
331;European Conference on Computer Vision [ECCV];140;"informatyka techniczna i telekomunikacja;
informatyka;"
332;"European Conference on Digital Government [ECDG]
(European Conference on e-Government [ECEG])";20;"informatyka techniczna i telekomunikacja;
informatyka;"
333;European Conference on Genetic Programming [EUROGP];70;"informatyka techniczna i telekomunikacja;
informatyka;"
334;European Conference on Information Management and Evaluation [ECIME];20;"informatyka techniczna i telekomunikacja;
informatyka;"
335;European Conference on Information Retrieval [ECIR];140;"informatyka techniczna i telekomunikacja;
informatyka;"
336;European Conference on Information Systems [ECIS];140;"informatyka techniczna i telekomunikacja;
informatyka;"
337;European Conference on Knowledge Management [EKM];70;"informatyka techniczna i telekomunikacja;
informatyka;"
338;European Conference on Object-Oriented Programming [ECOOP];140;"informatyka techniczna i telekomunikacja;
informatyka;"
339;European Conference on Operations Research [EURO];20;"informatyka techniczna i telekomunikacja;
informatyka;"
340;European Conference on Pattern Languages of Programs [EuroPLop];70;"informatyka techniczna i telekomunikacja;
informatyka;"
341;European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database [ECML PKDD];140;"informatyka techniczna i telekomunikacja;
informatyka;"
342;European Conference on Research Methodology for Business and Management Studies [ECRM];20;"informatyka techniczna i telekomunikacja;
informatyka;"
343;European Conference on Software Maintenance and Reengineering [CSMR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
344;Interspeech [Interspeech];140;"informatyka techniczna i telekomunikacja;
informatyka;"
345;European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty [ECSQARU];20;"informatyka techniczna i telekomunikacja;
informatyka;"
346;European Conference on Universal Multiservice Networks [ECUMN];20;"informatyka techniczna i telekomunikacja;
informatyka;"
347;International Conference on Embedded Wireless Systems and Networks (was European Conference on Wireless Sensor Networks) [EWSN];140;"informatyka techniczna i telekomunikacja;
informatyka;"
348;European Congress on Intelligent Techniques and Soft Computing [EUFIT];20;"informatyka techniczna i telekomunikacja;
informatyka;"
349;European Graphics Conference [EUROGRAPH];140;"informatyka techniczna i telekomunikacja;
informatyka;"
350;European Institute for Computer Anti-Virus Research EICAR Conference [EICAR];20;"informatyka techniczna i telekomunikacja;
informatyka;"
351;European Lisp Workshop [ELW];20;"informatyka techniczna i telekomunikacja;
informatyka;"
352;European Natural Language Generation Workshop [EuroNLG];70;"informatyka techniczna i telekomunikacja;
informatyka;"
353;European PKI Workshop: Theory and Practice [EUROPKI];70;"informatyka techniczna i telekomunikacja;
informatyka;"
